sample_accession,run_accession,library_layout,read1,read2,read1_md5,read2_md5
SAMN16454149,SRR15170741,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/041/SRR15170741/SRR15170741_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/041/SRR15170741/SRR15170741_2.fastq.gz,de0ef4aa08aaf23446b765e82687856e,c6af0a7c302372619319f2378bacce77
SAMN16454149,SRR12969480,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/080/SRR12969480/SRR12969480_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/080/SRR12969480/SRR12969480_2.fastq.gz,daa8cfa7767f62df00afdb4e6e82675c,fea1f42bd7678aa1101dab919600c39a
SAMN16454152,SRR12969495,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/095/SRR12969495/SRR12969495_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/095/SRR12969495/SRR12969495_2.fastq.gz,7b9a249d0bda1c80b77d86c1bc269d54,c72bb43aa0ba15625b4dcb2da9c6052b
SAMN16454152,SRR15170740,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/040/SRR15170740/SRR15170740_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/040/SRR15170740/SRR15170740_2.fastq.gz,f17bce2ba7beaaf9c11521de15223f59,73110de0c3a1828683c4dd58edfc1315
SAMN16454153,SRR15170760,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/060/SRR15170760/SRR15170760_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/060/SRR15170760/SRR15170760_2.fastq.gz,c5c32496d9f2801d155d708c2aff33fc,52c441585f252da5200c9864b430894a
SAMN16454153,SRR12969494,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/094/SRR12969494/SRR12969494_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/094/SRR12969494/SRR12969494_2.fastq.gz,68e0101e29cecea11b1a8ee25045a90f,a80dfb08cfb0143d817e236f35678900
SAMN16454154,SRR12969493,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/093/SRR12969493/SRR12969493_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/093/SRR12969493/SRR12969493_2.fastq.gz,e7783905287938c024495da87c494dd0,cb867593ff88f2e17aa743389b91ca0b
SAMN16454154,SRR15170758,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/058/SRR15170758/SRR15170758_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/058/SRR15170758/SRR15170758_2.fastq.gz,3563058edb9e01637c1cf57991891bd4,3643a8adfbd00f9a90bc97c1e41546be
SAMN16454155,SRR15170757,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/057/SRR15170757/SRR15170757_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/057/SRR15170757/SRR15170757_2.fastq.gz,3ba93d369fbc67817949edac3af86efd,ede93509d6f98a03eb77c9d182eb11f8
SAMN16454155,SRR12969492,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/092/SRR12969492/SRR12969492_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/092/SRR12969492/SRR12969492_2.fastq.gz,aef0798c4d7e3dc5de5316c20f4b19ed,672de0c61f53fc41fbcd83fed79c03ae
SAMN16454156,SRR12969491,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/091/SRR12969491/SRR12969491_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/091/SRR12969491/SRR12969491_2.fastq.gz,a9b2f2ee6ad88de60bf4f27ed78f7495,2b648c30a5bf308747cd2e33c042fbc1
SAMN16454156,SRR15170756,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/056/SRR15170756/SRR15170756_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/056/SRR15170756/SRR15170756_2.fastq.gz,9a0f7fea89ff4f0548d258f8bae5158d,cde46aea11a87c0d2a28b23afd5e5f94
SAMN10734297,SRR15170755,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/055/SRR15170755/SRR15170755_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/055/SRR15170755/SRR15170755_2.fastq.gz,19b777b0096399cdb5984972f916f5e9,08d358fdecb6f5d8182000a60957f994
SAMN10734297,SRR8435647,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR843/007/SRR8435647/SRR8435647_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR843/007/SRR8435647/SRR8435647_2.fastq.gz,255da0f8515906755cc985cdc893818e,91257ff5b9e0f5bba1a88f6ec9875708
SAMN10734297,SRR8435644,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR843/004/SRR8435644/SRR8435644_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR843/004/SRR8435644/SRR8435644_2.fastq.gz,1c16684195d98d2de06b99aaa11973e0,126de418caa9ecf6a329018c508f933c
SAMN16454157,SRR12969490,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/090/SRR12969490/SRR12969490_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/090/SRR12969490/SRR12969490_2.fastq.gz,06bde66a010fc72c896fd940b422cb0e,f49a34ffe0df57d3baa699f4ae6b45ae
SAMN16454157,SRR15170754,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/054/SRR15170754/SRR15170754_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/054/SRR15170754/SRR15170754_2.fastq.gz,df195b9cc84daa8a666fe48a5532afec,92c2dce907553c2bc92fcc9975c9f2fa
SAMN16454158,SRR12969489,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/089/SRR12969489/SRR12969489_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/089/SRR12969489/SRR12969489_2.fastq.gz,e71745e0ba1011aeb217343d98b20771,a58a47aa3009ce8835da1d1169f9ac2c
SAMN16454158,SRR15170753,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/053/SRR15170753/SRR15170753_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/053/SRR15170753/SRR15170753_2.fastq.gz,4e1815bcf128e672155cf03c24979c65,89fb9c81bb746d13a1c3927feddc006c
SAMN16454160,SRR15170752,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/052/SRR15170752/SRR15170752_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR151/052/SRR15170752/SRR15170752_2.fastq.gz,9a4786f93f105f14ab65b9ea5b0b816b,ca566f9ee2b4f83ea8e9c252527c0927
SAMN16454160,SRR12969487,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/087/SRR12969487/SRR12969487_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR129/087/SRR12969487/SRR12969487_2.fastq.gz,4915adf155e3fcc7ddc50e1cfae8d56b,6b8ccfb87035335e38cd5a06ee765908
SAMN02256316,SRR935596,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935596/SRR935596_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935596/SRR935596_2.fastq.gz,19a0afb76511f67ff6abcfadcfaf8a78,f3dee6aacd860570ee98a98d969fba54
SAMN02256316,SRR941809,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941809/SRR941809_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941809/SRR941809_2.fastq.gz,7686a954bd0d361124724f673f7b37a4,a87afde64c1a7f846c8a6f7c492e87d6
SAMN02256316,SRR935603,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935603/SRR935603_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935603/SRR935603_2.fastq.gz,0effdd3327115dc7de9832e09997ccca,4460ef2b53540e7a9098bcae51847719
SAMN02256316,SRR935610,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935610/SRR935610_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935610/SRR935610_2.fastq.gz,ad117fadfc0057b49a7fe8b21963f423,b535e31245be1821e7ee6bdc5d982419
SAMN02256316,SRR941812,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941812/SRR941812_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941812/SRR941812_2.fastq.gz,643f5a857208c769b632d40e40897d4c,ad573eb3b7dbf8139582774f17eafc93
SAMN02256316,SRR935618,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935618/SRR935618_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935618/SRR935618_2.fastq.gz,b3ae078632536708b1d4160638c3cfc0,40d670b141c2e7e7d632b62abd120895
SAMN02256317,SRR935620,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935620/SRR935620_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935620/SRR935620_2.fastq.gz,5e45bdde7cbb373b8607cb7c05160475,cc2745c39dfe970101dd6d16a06a827c
SAMN02256317,SRR935629,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935629/SRR935629_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935629/SRR935629_2.fastq.gz,5ca94fa2b1c50adfa1c169d6f00d649c,8d4a5cf0b9b7e0a2dcd64e75df517c0b
SAMN02256317,SRR935597,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935597/SRR935597_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935597/SRR935597_2.fastq.gz,b62f70598e9a72916326d79df822cd38,d3c8216acdbf8c2a6b5bac8a56651c8d
SAMN02256317,SRR935604,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935604/SRR935604_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935604/SRR935604_2.fastq.gz,16cb749a853897247bf83a663c3b6744,6a6c0b8db935fbb5e6af8fbb5b54748b
SAMN02256317,SRR935611,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935611/SRR935611_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935611/SRR935611_2.fastq.gz,1e22303ae0ff9a71ffff17bf50862160,13641abaa444749c3326cc3b799e9961
SAMN02256318,SRR935605,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935605/SRR935605_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935605/SRR935605_2.fastq.gz,469422be3c9c7f20ec07a1a0c639b8a5,73a4701f62ead18d6f1a25efd9caaf67
SAMN02256318,SRR935612,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935612/SRR935612_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935612/SRR935612_2.fastq.gz,f6ea35b0161e0a920760c11e8e4e9dca,1e3a20e2f945f3c4ef61d8156a8e85b1
SAMN02256318,SRR941786,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941786/SRR941786_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941786/SRR941786_2.fastq.gz,4d57d590c243af7c7a5fa02750ed8447,3f307d802c23d0099d9eb033b2142fca
SAMN02256318,SRR935598,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935598/SRR935598_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935598/SRR935598_2.fastq.gz,0d46136bfeae0a3e9bbc1ffd606844aa,61fe84bf0d9a2a7b4b0322bab7c980dd
SAMN02256318,SRR935621,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935621/SRR935621_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935621/SRR935621_2.fastq.gz,d00268b1d18d8d7cf380a77a1cddb6ca,310c8362e687c9c07feae2186faf7f32
SAMN02256319,SRR935613,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935613/SRR935613_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935613/SRR935613_2.fastq.gz,5c46e38a2de1f187f25b3fa6dc23b4c4,012e82b092b9f0096eaecf2a9a0ce16c
SAMN02256319,SRR935630,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935630/SRR935630_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935630/SRR935630_2.fastq.gz,079f3eae51e24118115f949a0d68f686,956f28dd576a5e89225cce03b7e1705a
SAMN02256319,SRR935622,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935622/SRR935622_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935622/SRR935622_2.fastq.gz,963c05a6f3e09da963556e3258af1066,7a9d1a495add6d1124d80b72c8697324
SAMN02256319,SRR935599,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935599/SRR935599_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935599/SRR935599_2.fastq.gz,f616eee008e14622af009ac64a4bb0f8,ddb123a47fa6607a1538425c51c9d802
SAMN02256319,SRR935606,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935606/SRR935606_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935606/SRR935606_2.fastq.gz,bdffa504fa2eee2288d6f7b52903422e,b0b296aeb7930e00735f132433a36438
SAMN02256320,SRR935607,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935607/SRR935607_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935607/SRR935607_2.fastq.gz,270daa0286b3bae23d6346ef6d1e4ebf,35518c0dd6fc8f88ed46c535eaf16bde
SAMN02256320,SRR935623,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935623/SRR935623_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935623/SRR935623_2.fastq.gz,aaf380a1a6b589bac078662b7f76f1fa,13e3d20e44e76a5bdaf2b1708720cb2c
SAMN02256320,SRR935600,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935600/SRR935600_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935600/SRR935600_2.fastq.gz,406d5d9dfe48700854727ee31917d243,1e3e24b3c9e57f949d32b078d28edb93
SAMN02256320,SRR941808,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941808/SRR941808_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941808/SRR941808_2.fastq.gz,922f16f27927c59626b673e80f2e8976,7bd09bf68c73597c9cc9194f64048659
SAMN02256320,SRR935614,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935614/SRR935614_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935614/SRR935614_2.fastq.gz,426f75ad4e71caacb7cb39ab49bd1ab9,5d86e3be01d4e2336b9ea33c721b8d05
SAMN02256321,SRR935615,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935615/SRR935615_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935615/SRR935615_2.fastq.gz,ac983dd0b8e9f6c1aa45fcb6faae889e,7a58168994a81d6f074ab6024fe0f805
SAMN02256321,SRR935619,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935619/SRR935619_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935619/SRR935619_2.fastq.gz,6974d76bbb1582329a07a4ef42cdf484,cfc23cf5f1ff1a03e6f4b0b6334e68e5
SAMN02256321,SRR935601,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935601/SRR935601_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935601/SRR935601_2.fastq.gz,48f567b65fe0ce789ad1319d13215322,202dd50e8119dc21722bdf0d9e08a6bd
SAMN02256321,SRR935608,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935608/SRR935608_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935608/SRR935608_2.fastq.gz,427af00dc1147bca629852440971b813,1a4272ddf0edacc2894b72ff6ac1dd02
SAMN02256321,SRR941810,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941810/SRR941810_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941810/SRR941810_2.fastq.gz,8f302ac198bf8d30d79469b24de0206c,c9cd1f59591de7569cbc11bd6c47ef7b
SAMN02256321,SRR941813,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941813/SRR941813_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941813/SRR941813_2.fastq.gz,382b1c174d56cb77b67542ad2e3b0ef6,12efb9cd82153e132a231a466e322aba
SAMN02256315,SRR935628,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935628/SRR935628_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935628/SRR935628_2.fastq.gz,3d51d41f3d6bf6c8cff82281122f1ebc,edf7b250b3db47a75ef16da46f418bb9
SAMN02256315,SRR935592,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935592/SRR935592_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935592/SRR935592_2.fastq.gz,d57c5c4252effd0820391bdc472aa334,9e4877ee87ced872a11654b035c3801e
SAMN02256315,SRR935624,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935624/SRR935624_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935624/SRR935624_2.fastq.gz,9fa8f0239fabbc45116f35727bf3b434,f38316b0f69e15f44a7e55c28ce1fada
SAMN02256315,SRR935595,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935595/SRR935595_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935595/SRR935595_2.fastq.gz,0a9940374164e9ff37576292e63b85df,2efeeaa9f0b003b6566a86dc736fa835
SAMN02256322,SRR935617,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935617/SRR935617_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935617/SRR935617_2.fastq.gz,d7b7d8a3bbeb783a67ac26b370fbc57a,068f6f97af4a97a7d81abf181ab6e820
SAMN02256322,SRR935602,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935602/SRR935602_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935602/SRR935602_2.fastq.gz,8b5f4efd2c6b4461dbec32ac49525d1d,0bbc9fb6641017fcbb50975bc7cba6ee
SAMN02256322,SRR941814,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941814/SRR941814_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941814/SRR941814_2.fastq.gz,fbf26302f2c3fe44e36a364496f9984f,67cad5153468bf6a273a51efade59d8b
SAMN02256322,SRR935609,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935609/SRR935609_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935609/SRR935609_2.fastq.gz,eb287f7c0a4f9a0d32ce5e17e670c46e,7fa834efd7d2d9ef6870b54cd84eca4f
SAMN02256322,SRR941811,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941811/SRR941811_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR941/SRR941811/SRR941811_2.fastq.gz,93ca893bc8106f2c507e37747ea93c9e,3ea5761c6a93df8ee5d9ff7e75195eed
SAMN02256322,SRR935616,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935616/SRR935616_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935616/SRR935616_2.fastq.gz,0160ef5d4e59d4de9753e13fa2affa85,693bb4a717a5de25c943c1c8c94e18ac
SAMN02256314,SRR935625,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935625/SRR935625_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935625/SRR935625_2.fastq.gz,80fc35b5b9e6b5286d56d111c0ec8ee8,c2151059b546932849d333352adea36b
SAMN02256314,SRR935627,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935627/SRR935627_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935627/SRR935627_2.fastq.gz,4fce6efa020f9a159dc26d63baf8a4bd,93d37c9fccd6c4ed14092abbd113b63e
SAMN02256314,SRR935591,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935591/SRR935591_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR935/SRR935591/SRR935591_2.fastq.gz,df41ebec691f9bb5f969bce420006af2,16345a638415228c0c3085663bc1f71c
SAMN02231736,SRR933764,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933764/SRR933764_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933764/SRR933764_2.fastq.gz,27480aeb23c5699c2263495b325af008,80ba7ae4db69bc7a18d0c890be156ec1
SAMN02231733,SRR933734,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933734/SRR933734_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933734/SRR933734_2.fastq.gz,1871f00ce503b8ceebefacfb1a2cd579,579a4f6ab8f311dc0a6b05652c5980b4
SAMN02231733,SRR933763,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933763/SRR933763_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933763/SRR933763_2.fastq.gz,b98ca8ac65626f16182eb699fc985184,840dfff54325b7954dab7e349220df41
SAMN02231733,SRR933733,PAIRED,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933733/SRR933733_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR933/SRR933733/SRR933733_2.fastq.gz,80850fc836ea247ec1aee6581b1d82dd,550a8ab4630755fc79ee9088e343d66b
